,launch_speed,launch_angle,Home Run or Out
15060,100.2,2,Hit - Not Home Run
2306,105.3,-11,Out
1501,82.8,33,Out
2170,87.0,-6,Out
9631,90.1,39,Out
1720,82.9,-21,Out
6181,100.2,11,Hit - Not Home Run
7238,101.4,4,Hit - Not Home Run
5438,113.8,8,Hit - Not Home Run
175,72.0,60,Out
4114,84.8,-12,Out
4624,92.9,15,Hit - Not Home Run
5482,64.6,-60,Hit - Not Home Run
1272,71.7,14,Hit - Not Home Run
402,76.6,-13,Out
685,98.7,11,Hit - Not Home Run
5693,99.5,-11,Out
10894,97.3,18,Out
7490,87.6,30,Out
627,101.6,28,Out
12791,103.4,21,Hit - Not Home Run
1640,80.0,69,Out
4798,99.9,25,Home Run
8813,99.4,15,Hit - Not Home Run
4525,97.0,44,Out
2316,93.9,-54,Out
7319,60.9,0,Hit - Not Home Run
10694,94.1,-11,Out
6738,80.0,69,Out
12896,94.2,18,Out
10792,95.5,23,Out
10586,82.9,-21,Out
7500,81.8,15,Hit - Not Home Run
4649,80.8,-9,Out
4696,86.5,14,Hit - Not Home Run
149,90.4,-4,Out
5072,79.4,4,Hit - Not Home Run
12257,86.7,33,Out
8314,103.4,29,Home Run
2305,73.8,51,Out
1008,82.9,-21,Out
4707,104.3,7,Hit - Not Home Run
22,103.4,12,Hit - Not Home Run
430,82.1,42,Out
5674,105.2,30,Out
3070,80.2,-21,Out
13460,99.0,-6,Out
7686,70.4,1,Out
11771,79.1,-23,Out
5509,89.8,30,Out
5472,105.3,38,Out
11452,93.0,17,Hit - Not Home Run
2689,98.0,10,Out
6476,88.7,0,Hit - Not Home Run
3655,102.4,7,Hit - Not Home Run
10537,98.8,17,Hit - Not Home Run
3954,98.7,13,Hit - Not Home Run
15251,102.7,27,Home Run
6450,87.2,45,Out
5786,91.2,36,Out
14586,64.0,3,Out
5794,105.1,39,Hit - Not Home Run
3999,65.2,32,Hit - Not Home Run
1776,93.3,13,Hit - Not Home Run
1672,82.1,23,Hit - Not Home Run
14581,88.0,25,Out
7472,87.3,-12,Out
3354,99.1,-1,Hit - Not Home Run
12535,86.8,58,Out
15321,97.1,24,Out
13562,88.5,32,Out
4441,87.4,14,Hit - Not Home Run
363,89.2,39,Out
6103,92.5,29,Out
9577,98.6,32,Hit - Not Home Run
208,79.3,1,Out
10929,96.0,-18,Out
11717,108.8,8,Hit - Not Home Run
2314,80.9,23,Hit - Not Home Run
752,85.0,6,Out
3589,83.5,55,Out
3141,90.4,42,Out
2610,99.2,18,Hit - Not Home Run
1029,92.3,-6,Out
6602,97.2,-5,Out
14392,88.8,36,Out
12869,85.3,35,Out
8983,90.2,23,Hit - Not Home Run
15399,90.3,-17,Hit - Not Home Run
10696,90.7,-19,Out
6826,72.0,-22,Out
2844,74.2,56,Out
14079,105.6,12,Hit - Not Home Run
1006,89.8,61,Out
3608,92.4,26,Out
14293,82.9,-21,Out
4680,98.2,3,Out
14267,78.0,22,Out
936,86.6,-24,Out
929,93.8,40,Hit - Not Home Run
4888,102.3,-4,Hit - Not Home Run
6405,83.6,33,Out
15371,89.6,51,Out
5845,100.2,18,Out
14031,72.5,65,Out
7586,102.0,34,Hit - Not Home Run
13188,102.6,17,Hit - Not Home Run
12683,93.8,46,Out
15398,96.7,16,Hit - Not Home Run
12341,90.0,-1,Out
12754,81.6,-3,Out
2199,72.3,12,Hit - Not Home Run
14525,73.6,-26,Out
1886,85.3,56,Out
4586,76.9,-36,Out
13503,82.9,-21,Out
15284,108.7,8,Hit - Not Home Run
13452,105.2,11,Hit - Not Home Run
11463,62.2,28,Out
11711,96.7,-39,Out
12571,95.9,24,Hit - Not Home Run
10498,99.0,17,Out
1453,99.9,9,Hit - Not Home Run
4529,90.3,-17,Hit - Not Home Run
14642,98.8,4,Out
1235,110.8,-7,Out
501,105.0,-18,Out
6128,101.2,20,Hit - Not Home Run
6613,64.4,5,Out
12620,69.8,-26,Out
12365,104.0,-6,Out
3955,94.8,14,Hit - Not Home Run
4601,92.4,19,Hit - Not Home Run
2592,66.4,13,Out
13948,89.4,35,Out
15093,96.9,19,Out
8082,58.7,-5,Out
5120,62.5,24,Out
8751,83.4,47,Out
9875,85.9,-23,Out
66,84.4,22,Hit - Not Home Run
3020,89.3,28,Out
3537,85.7,21,Out
11315,108.4,4,Out
5223,105.6,-4,Hit - Not Home Run
7786,62.4,48,Out
12873,88.0,20,Hit - Not Home Run
6675,94.2,10,Hit - Not Home Run
13482,96.6,29,Out
4773,89.0,-14,Out
14080,98.4,-2,Hit - Not Home Run
4709,107.5,14,Hit - Not Home Run
10706,88.7,40,Out
9778,106.9,14,Out
13649,94.1,-1,Out
1901,102.1,23,Home Run
11738,102.4,-3,Hit - Not Home Run
326,107.6,14,Hit - Not Home Run
10861,106.0,-5,Out
7050,86.5,30,Out
7936,100.9,31,Out
12228,87.8,49,Out
4753,89.8,8,Out
11888,101.2,13,Out
5562,80.5,-28,Out
12516,51.6,1,Out
14743,108.9,16,Out
3745,99.4,10,Hit - Not Home Run
5107,75.7,7,Out
6634,67.2,59,Out
5538,95.1,17,Hit - Not Home Run
13671,89.3,30,Out
6752,89.3,0,Out
12544,82.0,19,Hit - Not Home Run
9500,83.6,50,Out
3466,80.0,69,Out
12002,103.0,16,Out
4382,40.0,-36,Hit - Not Home Run
13971,111.3,20,Home Run
4068,58.4,-55,Out
15025,82.9,-21,Out
6125,102.8,14,Hit - Not Home Run
11736,81.9,41,Out
6249,102.3,22,Home Run
11020,102.5,16,Out
1493,97.1,19,Out
9254,102.2,19,Hit - Not Home Run
10876,100.2,-12,Out
6119,101.5,-6,Out
12672,100.3,25,Hit - Not Home Run
7535,96.1,-5,Hit - Not Home Run
14034,97.7,-10,Out
5736,58.5,-35,Out
12056,64.4,7,Out
4718,73.0,-1,Out
13069,98.7,24,Out
642,92.1,14,Hit - Not Home Run
1119,51.1,-37,Out
15565,95.3,29,Out
15457,80.0,69,Out
14750,94.1,-12,Out
9992,107.9,0,Hit - Not Home Run
9037,82.9,-21,Out
12249,103.0,1,Hit - Not Home Run
2854,99.2,-9,Out
9805,69.2,-12,Out
9747,89.3,-15,Out
2284,100.6,19,Hit - Not Home Run
9099,90.3,-17,Hit - Not Home Run
2962,92.8,44,Out
79,100.0,13,Hit - Not Home Run
2038,66.0,13,Out
10903,94.8,12,Hit - Not Home Run
10753,72.0,83,Out
3122,80.6,-45,Out
12934,64.8,-26,Out
8647,96.1,6,Hit - Not Home Run
11415,94.9,32,Out
5300,111.1,19,Hit - Not Home Run
1004,96.2,27,Out
5127,100.3,8,Hit - Not Home Run
10274,102.3,-5,Hit - Not Home Run
13957,77.8,8,Out
3287,90.6,-20,Hit - Not Home Run
5291,112.1,10,Hit - Not Home Run
6883,94.5,-21,Out
12778,90.7,28,Out
12785,106.1,9,Hit - Not Home Run
8060,72.7,-7,Out
6135,107.1,11,Hit - Not Home Run
2630,67.1,-11,Out
12029,103.1,21,Hit - Not Home Run
10146,82.2,23,Out
9984,78.0,57,Out
11878,99.0,41,Out
5888,87.5,21,Out
3672,92.2,36,Out
13172,107.2,14,Hit - Not Home Run
8755,66.0,34,Hit - Not Home Run
3453,89.6,36,Out
10509,95.7,34,Out
5162,79.0,24,Hit - Not Home Run
11138,91.4,30,Out
12763,101.7,36,Hit - Not Home Run
8966,99.6,22,Out
14633,93.8,17,Out
10116,86.9,-6,Out
7693,98.1,6,Out
5914,92.7,36,Out
12095,88.9,12,Hit - Not Home Run
5570,87.2,27,Out
88,99.6,14,Hit - Not Home Run
8684,99.8,29,Home Run
11906,102.4,10,Hit - Not Home Run
3157,91.9,-2,Hit - Not Home Run
9919,103.1,19,Hit - Not Home Run
15062,100.5,-5,Hit - Not Home Run
5424,106.4,-4,Hit - Not Home Run
1540,96.9,-15,Out
14924,97.7,21,Out
11693,72.7,-5,Out
3155,78.9,26,Out
8834,74.0,19,Hit - Not Home Run
6014,98.5,18,Out
4118,81.1,0,Out
4353,81.2,2,Out
4876,100.3,-13,Hit - Not Home Run
14635,92.2,-1,Hit - Not Home Run
6198,75.4,17,Hit - Not Home Run
13408,75.3,-7,Out
9340,80.0,69,Out
13277,99.5,31,Home Run
14445,65.8,15,Out
3038,83.6,45,Out
1457,93.9,36,Out
3120,82.9,-21,Out
615,99.1,6,Hit - Not Home Run
7531,88.7,-2,Out
11248,63.4,29,Hit - Not Home Run
15534,72.9,36,Out
1817,99.6,6,Hit - Not Home Run
15530,80.0,69,Out
3461,86.2,53,Out
7868,82.9,-21,Out
6660,81.1,20,Hit - Not Home Run
6550,73.5,64,Out
5358,85.2,16,Hit - Not Home Run
8710,95.7,28,Out
14682,77.8,-8,Out
8825,97.6,15,Out
4422,103.9,14,Hit - Not Home Run
7677,100.3,-12,Out
9228,85.1,40,Out
3907,106.9,7,Hit - Not Home Run
7292,93.3,-2,Hit - Not Home Run
9776,89.6,3,Out
1787,100.1,3,Out
8291,68.9,4,Hit - Not Home Run
10510,86.1,37,Out
8076,101.8,7,Hit - Not Home Run
6644,99.5,18,Hit - Not Home Run
12755,83.6,26,Out
3248,95.0,18,Out
8261,100.9,5,Hit - Not Home Run
3553,82.8,4,Hit - Not Home Run
4595,97.5,-7,Out
8225,103.2,24,Home Run
15555,105.5,12,Hit - Not Home Run
6209,85.0,-23,Out
2470,95.8,50,Out
8673,73.2,14,Out
849,100.5,23,Out
10428,97.5,-31,Out
4185,109.1,20,Out
405,94.7,-2,Out
7264,88.7,11,Hit - Not Home Run
922,77.1,52,Out
13218,98.2,-1,Out
7029,78.7,1,Out
9376,82.7,-44,Out
3938,60.7,26,Out
6466,95.3,21,Out
7283,72.3,22,Hit - Not Home Run
3816,86.6,23,Out
14992,89.6,23,Out
1248,96.8,26,Hit - Not Home Run
3158,93.1,24,Out
6880,87.0,2,Hit - Not Home Run
15593,102.7,28,Home Run
13781,86.8,49,Out
11511,77.7,17,Hit - Not Home Run
749,58.7,-55,Hit - Not Home Run
15313,82.9,-21,Out
11851,92.9,2,Out
1884,71.7,-49,Out
7220,76.1,-8,Out
12911,100.3,28,Home Run
682,99.6,16,Hit - Not Home Run
9386,100.1,23,Out
13918,81.8,64,Out
12997,82.4,-33,Out
10893,101.5,-9,Hit - Not Home Run
14659,66.2,7,Out
7980,79.0,15,Hit - Not Home Run
7817,89.8,38,Out
101,91.3,-5,Hit - Not Home Run
194,80.0,69,Out
6630,82.9,-21,Out
2587,102.5,36,Home Run
14405,97.2,32,Hit - Not Home Run
10206,72.8,88,Out
3007,93.1,24,Hit - Not Home Run
8971,82.8,-4,Out
7047,74.2,-4,Out
12645,105.9,1,Hit - Not Home Run
9224,89.0,-15,Hit - Not Home Run
8580,110.3,16,Hit - Not Home Run
12140,71.5,-32,Out
13369,70.8,26,Hit - Not Home Run
8142,94.3,-8,Out
13,70.2,86,Out
9983,88.3,25,Out
8490,89.6,-12,Out
9881,108.7,19,Home Run
11258,98.4,3,Hit - Not Home Run
36,81.3,-24,Out
9251,82.9,-21,Out
4188,87.5,26,Out
12328,81.0,-21,Out
13149,91.6,10,Out
2646,90.3,36,Out
9423,94.6,49,Out
10615,82.8,-35,Out
4851,60.7,14,Out
15148,105.7,16,Hit - Not Home Run
5831,98.1,-3,Out
8767,78.9,40,Out
9091,95.1,-9,Out
6237,86.9,17,Hit - Not Home Run
9192,108.4,5,Out
8414,48.9,-73,Out
4801,100.1,24,Hit - Not Home Run
8889,89.7,32,Out
3238,76.6,21,Hit - Not Home Run
4621,90.2,18,Hit - Not Home Run
8194,91.0,15,Hit - Not Home Run
2370,74.4,39,Hit - Not Home Run
10246,88.1,42,Out
1009,88.0,38,Out
1676,90.5,8,Hit - Not Home Run
14813,105.0,-10,Out
10534,105.5,1,Hit - Not Home Run
12705,68.3,-9,Out
12092,97.2,10,Hit - Not Home Run
13093,79.2,-27,Out
14551,69.3,43,Hit - Not Home Run
3571,100.0,-8,Out
809,90.3,7,Hit - Not Home Run
14063,97.9,32,Out
10785,72.1,36,Out
10201,101.3,17,Out
14,102.0,20,Out
6988,94.3,-1,Out
11461,92.5,-4,Out
11313,82.5,-16,Hit - Not Home Run
11179,81.1,57,Out
2074,97.4,25,Home Run
13636,90.9,33,Hit - Not Home Run
10381,103.5,27,Out
14689,92.9,-2,Hit - Not Home Run
6363,94.3,5,Hit - Not Home Run
6787,67.7,1,Out
14331,91.8,46,Out
692,76.2,-61,Out
15314,92.0,45,Out
1875,100.1,5,Hit - Not Home Run
14466,87.9,-2,Hit - Not Home Run
6950,88.6,25,Out
15445,90.2,47,Out
15194,82.9,-21,Out
12781,96.8,12,Hit - Not Home Run
1506,91.6,-17,Out
5947,68.0,42,Hit - Not Home Run
9650,80.3,-12,Out
1361,62.5,-7,Out
24,90.9,-3,Hit - Not Home Run
8653,80.1,40,Out
7869,87.9,41,Out
2091,96.4,37,Out
14542,82.9,28,Out
2188,97.2,-4,Hit - Not Home Run
11879,82.9,-21,Out
1498,61.0,-53,Out
10578,62.6,0,Out
15453,93.8,29,Out
10797,101.5,16,Hit - Not Home Run
1366,100.4,-4,Hit - Not Home Run
11487,85.4,-10,Hit - Not Home Run
3325,82.9,7,Out
5326,90.6,55,Out
6640,97.4,42,Out
9545,85.4,53,Out
317,96.4,1,Hit - Not Home Run
2807,83.6,56,Out
13872,105.5,29,Home Run
12583,82.9,-21,Out
2766,82.2,-22,Out
336,109.9,14,Hit - Not Home Run
3806,99.0,45,Out
9517,80.0,69,Out
4309,91.1,33,Out
14621,91.0,-13,Out
331,101.4,32,Out
4873,103.8,27,Hit - Not Home Run
12729,82.9,-21,Out
3968,92.4,6,Hit - Not Home Run
2242,80.2,13,Hit - Not Home Run
13525,84.2,8,Out
9733,85.2,41,Out
7620,106.4,33,Home Run
13345,82.6,43,Out
192,73.2,5,Out
3236,95.3,17,Out
7074,82.1,5,Hit - Not Home Run
4099,89.2,39,Out
3695,88.2,-6,Hit - Not Home Run
12700,27.1,-17,Hit - Not Home Run
10108,101.1,4,Hit - Not Home Run
8020,84.3,-18,Out
12594,92.3,16,Hit - Not Home Run
7888,95.7,65,Out
14399,96.0,15,Hit - Not Home Run
13194,94.8,-7,Out
11408,93.7,-23,Out
8555,70.9,54,Out
1189,85.2,18,Out
1471,68.4,7,Hit - Not Home Run
11977,75.7,13,Out
9135,94.3,53,Out
9260,112.4,15,Out
6819,100.1,21,Out
4509,58.6,-10,Out
5815,93.6,-34,Out
15016,86.2,53,Out
3010,59.0,-56,Out
6828,71.0,13,Out
3701,80.0,69,Out
11262,93.3,-20,Out
9160,95.1,34,Out
1168,103.5,9,Hit - Not Home Run
10047,111.6,24,Home Run
628,86.5,26,Out
10869,98.1,-13,Out
10001,70.6,11,Hit - Not Home Run
12995,67.3,45,Hit - Not Home Run
3380,90.5,24,Hit - Not Home Run
7447,89.1,12,Out
14650,98.0,-10,Out
5715,79.2,1,Hit - Not Home Run
8897,97.7,23,Hit - Not Home Run
4206,108.3,12,Hit - Not Home Run
2173,93.2,36,Out
9529,84.6,64,Out
9551,97.8,11,Out
7978,84.2,31,Out
13053,67.1,24,Hit - Not Home Run
3196,91.3,23,Out
15220,92.4,13,Hit - Not Home Run
14828,103.1,5,Hit - Not Home Run
12840,106.9,22,Out
3540,70.3,-15,Hit - Not Home Run
13512,105.7,33,Home Run
11930,98.0,11,Hit - Not Home Run
4667,96.3,35,Out
7117,102.6,24,Home Run
8280,102.8,18,Hit - Not Home Run
4784,90.3,-17,Hit - Not Home Run
874,92.0,54,Out
15182,93.1,32,Out
9137,94.6,50,Out
3492,77.8,54,Out
10267,102.5,17,Out
14509,74.2,48,Out
3257,79.9,34,Out
15306,96.4,36,Home Run
12261,102.0,-3,Out
8615,82.0,42,Out
11582,101.9,-8,Hit - Not Home Run
9237,95.9,16,Out
11072,97.2,29,Out
14045,90.3,-17,Hit - Not Home Run
7495,65.5,-5,Out
5418,105.8,30,Home Run
4471,94.9,1,Hit - Not Home Run
2417,63.4,-19,Out
13783,100.0,23,Out
7536,107.1,36,Home Run
9361,100.7,26,Home Run
6717,68.0,-40,Out
1167,99.2,30,Home Run
6074,102.6,48,Home Run
6514,106.0,-11,Out
4137,76.6,1,Out
7310,94.3,15,Hit - Not Home Run
11788,103.6,26,Hit - Not Home Run
15415,99.9,11,Out
539,80.0,69,Out
11658,94.0,-6,Out
9525,91.6,22,Hit - Not Home Run
6890,86.0,-17,Hit - Not Home Run
7657,104.2,22,Hit - Not Home Run
2241,97.1,-23,Out
1831,94.3,-22,Out
2569,89.1,-20,Out
10095,87.6,12,Hit - Not Home Run
15094,101.6,14,Hit - Not Home Run
6455,95.8,52,Out
760,97.0,-9,Hit - Not Home Run
836,97.0,12,Hit - Not Home Run
5798,80.4,31,Out
6144,102.8,-2,Out
4646,79.7,33,Out
10263,84.2,21,Hit - Not Home Run
4147,103.4,16,Hit - Not Home Run
5679,80.8,-6,Out
6240,100.7,-5,Hit - Not Home Run
9123,85.0,38,Out
9592,86.2,18,Hit - Not Home Run
14918,101.3,-16,Out
3582,92.7,9,Out
10552,105.5,3,Hit - Not Home Run
14929,92.0,47,Out
3779,70.3,5,Out
8258,91.0,32,Out
13214,103.1,-15,Hit - Not Home Run
15166,103.7,12,Hit - Not Home Run
2889,100.4,-5,Out
1786,82.9,-21,Out
5771,92.8,-7,Out
2225,94.8,-60,Hit - Not Home Run
735,100.9,32,Home Run
10091,95.9,51,Out
3554,95.4,2,Out
14544,88.5,48,Out
10545,85.2,39,Out
1912,88.2,17,Hit - Not Home Run
5805,105.2,39,Out
5515,64.1,-32,Hit - Not Home Run
14616,96.7,-3,Hit - Not Home Run
15049,101.8,15,Hit - Not Home Run
8354,93.9,-5,Out
8365,103.1,-7,Hit - Not Home Run
3926,75.1,46,Out
2621,76.0,29,Hit - Not Home Run
10541,104.7,20,Home Run
9833,80.4,35,Out
10750,100.6,31,Out
13055,71.9,20,Hit - Not Home Run
15122,104.3,26,Home Run
11611,90.7,-22,Out
12159,66.1,2,Hit - Not Home Run
8045,93.4,23,Out
14262,99.1,23,Out
8754,68.3,39,Hit - Not Home Run
5617,76.5,-10,Out
2445,105.4,22,Home Run
2333,96.5,-8,Hit - Not Home Run
1813,89.2,39,Out
12777,57.2,-31,Out
2180,87.1,48,Out
12761,78.7,25,Hit - Not Home Run
9584,104.2,16,Hit - Not Home Run
1819,102.3,15,Hit - Not Home Run
5837,87.6,59,Out
5415,107.7,11,Hit - Not Home Run
10358,79.0,9,Hit - Not Home Run
13844,85.8,9,Hit - Not Home Run
5038,92.2,-16,Out
12474,82.9,-21,Out
7341,72.4,28,Hit - Not Home Run
13596,89.3,65,Out
14678,100.0,-2,Out
8634,96.9,8,Hit - Not Home Run
694,85.9,13,Hit - Not Home Run
10745,89.2,39,Out
14506,98.1,5,Out
3740,87.8,24,Out
4988,80.0,69,Out
2156,78.3,8,Hit - Not Home Run
12397,70.9,35,Hit - Not Home Run
1066,88.5,-1,Hit - Not Home Run
9118,63.9,-25,Out
9974,101.7,2,Out
11869,89.5,44,Out
217,96.4,-12,Hit - Not Home Run
2077,108.0,-11,Hit - Not Home Run
14762,66.4,-29,Out
9955,95.8,48,Out
5946,103.4,10,Hit - Not Home Run
411,89.8,26,Out
4732,61.3,-53,Hit - Not Home Run
5071,99.8,35,Out
15225,85.9,40,Out
1133,97.2,-12,Out
8974,81.7,24,Hit - Not Home Run
7315,91.7,63,Out
7296,96.9,-14,Out
8725,88.6,-11,Out
10763,103.1,13,Out
13222,90.9,77,Out
4333,103.4,-6,Out
14609,102.7,3,Out
14732,94.8,17,Out
6043,77.3,84,Out
14179,73.5,47,Hit - Not Home Run
14142,76.2,-7,Out
5174,68.2,33,Hit - Not Home Run
13360,86.0,5,Out
4769,103.5,24,Home Run
8378,72.0,18,Hit - Not Home Run
4141,99.2,34,Home Run
14954,57.0,-68,Hit - Not Home Run
4727,105.6,22,Home Run
5488,98.4,14,Hit - Not Home Run
15301,94.8,62,Out
13976,97.9,32,Out
4063,76.4,1,Out
8578,103.3,9,Hit - Not Home Run
9058,90.3,-17,Hit - Not Home Run
10640,100.1,-14,Hit - Not Home Run
4467,92.7,11,Hit - Not Home Run
13828,89.3,58,Out
11806,80.0,69,Out
12456,88.5,-22,Out
12714,92.5,7,Hit - Not Home Run
445,99.7,14,Out
4425,99.0,-19,Out
15082,105.6,2,Hit - Not Home Run
2882,103.9,-11,Out
5926,92.1,56,Out
1343,81.8,-17,Out
7874,83.1,-21,Hit - Not Home Run
12483,104.0,-4,Hit - Not Home Run
1760,84.5,79,Out
983,80.7,-27,Out
988,100.7,20,Out
3657,101.2,26,Home Run
14585,83.7,-4,Out
10677,80.0,69,Out
5470,91.9,22,Out
10587,70.5,57,Out
9882,107.5,24,Home Run
721,99.0,-5,Out
10464,68.1,-28,Out
3847,94.9,-12,Out
614,106.7,-2,Hit - Not Home Run
14310,101.7,37,Home Run
14328,88.3,33,Out
6174,69.6,3,Out
651,98.6,24,Out
10205,92.2,9,Out
10374,86.6,59,Out
10089,79.0,64,Out
528,40.0,-36,Hit - Not Home Run
5625,71.8,-45,Out
6868,99.7,-21,Out
9676,87.2,-39,Out
1603,94.8,55,Out
3179,87.5,-23,Out
8765,102.1,36,Home Run
8537,88.8,22,Out
14366,92.2,-7,Out
7877,100.9,35,Home Run
13041,87.9,59,Out
10504,82.9,-21,Out
3681,77.0,43,Out
9389,98.5,43,Out
15104,109.8,24,Home Run
3459,91.7,44,Out
6931,89.5,10,Out
5234,68.2,49,Out
6921,92.7,-11,Out
2734,108.6,27,Home Run
6818,70.6,-4,Out
15660,104.4,25,Hit - Not Home Run
4933,85.4,-9,Out
1086,83.1,-13,Out
10613,103.4,15,Out
5084,100.3,18,Hit - Not Home Run
6424,105.4,15,Hit - Not Home Run
2809,95.9,44,Out
8366,102.5,42,Out
9184,103.7,-1,Out
11052,61.0,57,Out
9851,100.8,33,Out
9293,91.9,42,Out
13713,95.3,47,Out
8118,87.8,12,Hit - Not Home Run
10462,110.7,7,Hit - Not Home Run
5886,71.6,-8,Out
6509,80.0,69,Out
4028,97.2,9,Out
5473,91.8,-11,Out
11716,89.2,39,Out
12690,95.0,14,Hit - Not Home Run
9852,103.8,21,Home Run
14695,103.2,-7,Hit - Not Home Run
5288,70.4,-27,Hit - Not Home Run
6493,101.4,9,Hit - Not Home Run
9180,72.3,58,Out
1763,98.9,-5,Out
3956,83.5,-22,Out
1096,84.7,-46,Out
3676,103.4,13,Out
5336,87.0,3,Out
1532,101.1,24,Home Run
243,108.6,25,Home Run
6914,83.1,59,Out
10739,100.7,29,Out
11606,80.7,11,Out
5660,104.7,7,Out
7913,84.6,33,Out
198,81.4,54,Out
6831,80.0,69,Out
12383,64.9,17,Out
14202,92.1,49,Out
11655,100.2,4,Hit - Not Home Run
14192,92.5,-20,Out
5338,56.4,7,Out
10845,82.7,2,Out
6535,93.4,11,Hit - Not Home Run
2954,90.3,-1,Out
9788,40.0,-36,Hit - Not Home Run
13440,97.0,29,Out
4673,87.4,34,Out
12680,97.4,42,Out
9473,77.3,44,Out
11175,84.6,46,Out
12031,106.1,18,Hit - Not Home Run
9587,96.4,-13,Out
13582,104.3,-9,Out
5129,75.9,-37,Out
14015,60.4,-41,Out
2197,105.3,-11,Out
3174,97.7,17,Out
12311,98.2,47,Out
10117,78.4,-9,Hit - Not Home Run
11998,58.9,6,Out
5870,94.0,34,Home Run
10656,74.3,40,Out
12193,75.1,26,Hit - Not Home Run
12847,99.2,19,Out
5101,100.5,12,Hit - Not Home Run
7077,105.8,25,Home Run
1564,80.0,69,Out
3904,94.4,-12,Out
13589,104.0,29,Home Run
14103,106.2,3,Hit - Not Home Run
2839,98.5,-6,Out
8847,73.4,-34,Hit - Not Home Run
12740,98.0,52,Out
15214,103.6,23,Home Run
448,98.0,33,Home Run
10867,98.6,18,Hit - Not Home Run
1820,98.4,3,Out
4952,84.9,15,Hit - Not Home Run
451,85.3,31,Out
8151,91.9,27,Out
2937,82.9,-21,Out
11249,92.3,-4,Out
14354,110.4,22,Home Run
9187,79.7,-22,Out
920,82.9,-21,Out
12464,82.4,18,Hit - Not Home Run
15505,92.4,-4,Out
10127,99.6,29,Hit - Not Home Run
6553,95.2,59,Out
15361,91.4,3,Out
7606,95.9,-10,Out
11923,93.2,17,Hit - Not Home Run
9987,75.1,38,Out
4273,78.8,-25,Out
888,100.7,12,Hit - Not Home Run
507,40.0,-36,Hit - Not Home Run
14602,57.4,-27,Out
2389,103.4,-18,Hit - Not Home Run
12836,95.2,3,Hit - Not Home Run
12697,97.5,15,Hit - Not Home Run
7405,93.1,-4,Out
14074,58.6,-57,Out
9855,62.9,-38,Out
9316,91.5,66,Out
6928,95.5,23,Out
6940,85.4,46,Out
4200,70.3,2,Out
11081,94.8,25,Hit - Not Home Run
3612,79.2,-7,Out
15117,105.7,10,Hit - Not Home Run
1694,89.0,0,Out
5308,100.8,-9,Out
12859,91.0,11,Hit - Not Home Run
11627,67.1,39,Hit - Not Home Run
10024,94.2,21,Out
14902,90.3,-31,Out
12355,67.6,-29,Out
4766,79.4,11,Hit - Not Home Run
11730,80.0,69,Out
1462,89.5,5,Hit - Not Home Run
8944,95.7,26,Out
3898,76.4,-7,Hit - Not Home Run
6691,95.7,17,Hit - Not Home Run
10945,101.2,34,Home Run
2271,93.4,31,Out
13769,90.9,58,Out
6274,80.0,69,Out
816,104.3,7,Hit - Not Home Run
15507,75.5,-4,Hit - Not Home Run
6047,77.5,-39,Out
15360,100.7,-2,Out
6671,73.4,-44,Out
13449,100.3,31,Home Run
15270,99.9,3,Hit - Not Home Run
13379,87.8,-3,Out
365,98.2,11,Hit - Not Home Run
2659,80.0,69,Out
3076,83.6,2,Hit - Not Home Run
2856,96.5,22,Hit - Not Home Run
2925,82.0,-19,Out
12369,97.3,10,Hit - Not Home Run
10884,83.4,16,Hit - Not Home Run
5514,85.2,40,Out
15584,80.0,69,Out
5395,80.0,69,Out
12973,70.0,7,Out
12707,86.6,22,Hit - Not Home Run
3336,104.8,10,Hit - Not Home Run
2873,72.5,-39,Out
8795,90.6,2,Hit - Not Home Run
14084,91.4,3,Out
1218,59.6,-4,Out
8933,95.0,-1,Hit - Not Home Run
6810,82.9,-21,Out
3065,91.8,36,Out
13653,95.9,31,Out
7392,91.0,53,Out
14904,93.4,12,Hit - Not Home Run
2347,106.1,0,Hit - Not Home Run
5469,112.4,12,Out
4666,97.4,18,Out
5602,98.5,-20,Hit - Not Home Run
13790,97.3,30,Home Run
5662,104.8,-7,Hit - Not Home Run
7178,102.7,2,Hit - Not Home Run
12448,64.6,-28,Out
5536,105.5,10,Hit - Not Home Run
13799,93.8,49,Out
12745,98.7,-25,Out
6951,74.0,29,Out
11347,110.3,17,Hit - Not Home Run
3675,98.8,-29,Out
8852,85.7,39,Out
15075,86.1,86,Out
8025,103.5,31,Hit - Not Home Run
10319,55.5,-20,Out
13198,81.3,10,Hit - Not Home Run
6139,87.4,54,Out
294,90.6,1,Hit - Not Home Run
10778,90.7,10,Out
14236,90.2,24,Out
15611,107.2,28,Home Run
6575,91.1,-7,Out
8465,105.3,16,Out
7421,98.9,-2,Hit - Not Home Run
789,53.5,30,Out
9041,101.4,-2,Out
3752,90.2,25,Out
13063,85.9,14,Hit - Not Home Run
7655,89.0,16,Hit - Not Home Run
2700,95.4,12,Hit - Not Home Run
14341,80.0,69,Out
13537,90.6,26,Hit - Not Home Run
13012,94.3,-14,Out
9222,82.9,-21,Out
1917,109.3,-6,Out
13418,65.9,9,Out
14733,70.3,15,Hit - Not Home Run
7884,99.4,36,Out
8547,107.0,17,Hit - Not Home Run
4881,82.1,11,Hit - Not Home Run
14580,70.7,-2,Out
5037,96.4,21,Hit - Not Home Run
14402,102.5,14,Hit - Not Home Run
10118,80.2,50,Out
