"launch_speed","launch_angle","event"
99.6,15,"Hit - Not Home Run"
67.3,38,"Hit - Not Home Run"
92.1,14,"Hit - Not Home Run"
97.7,-1,"Hit - Not Home Run"
79.6,-5,"Out"
95.9,31,"Out"
90.3,-17,"Hit - Not Home Run"
95,-6,"Out"
58.3,12,"Out"
86.7,24,"Out"
62.4,48,"Out"
83.2,24,"Hit - Not Home Run"
82.9,-21,"Out"
88.5,-11,"Hit - Not Home Run"
80,69,"Out"
85.5,-6,"Out"
85.7,31,"Out"
95.8,33,"Out"
93.1,41,"Out"
82.9,17,"Hit - Not Home Run"
85.9,3,"Out"
98.3,10,"Hit - Not Home Run"
60.8,-33,"Out"
106.9,23,"Hit - Not Home Run"
90,30,"Out"
88.4,26,"Out"
90.8,33,"Out"
101,3,"Hit - Not Home Run"
98.4,42,"Out"
94.7,21,"Out"
73,24,"Hit - Not Home Run"
77.9,-7,"Out"
73.4,-53,"Hit - Not Home Run"
73.5,-69,"Out"
100.2,13,"Hit - Not Home Run"
101.1,19,"Hit - Not Home Run"
83.5,39,"Out"
113.3,17,"Hit - Not Home Run"
89.2,3,"Hit - Not Home Run"
87.6,-26,"Out"
91.7,63,"Out"
77.1,1,"Out"
105.2,9,"Out"
101.4,-6,"Out"
99.9,24,"Out"
84.1,10,"Hit - Not Home Run"
78.9,44,"Out"
100.6,10,"Hit - Not Home Run"
100.9,2,"Out"
58.8,-23,"Out"
96,48,"Out"
78.7,49,"Out"
97.1,10,"Hit - Not Home Run"
103.4,36,"Home Run"
52.1,-71,"Hit - Not Home Run"
100.1,15,"Hit - Not Home Run"
93.8,38,"Out"
104.8,-7,"Hit - Not Home Run"
92.4,21,"Out"
97.3,3,"Hit - Not Home Run"
96.3,36,"Out"
98.5,25,"Out"
98.5,1,"Hit - Not Home Run"
96.6,32,"Out"
90.9,22,"Hit - Not Home Run"
98.7,5,"Hit - Not Home Run"
100.3,17,"Hit - Not Home Run"
107.2,31,"Home Run"
94.5,26,"Out"
71.9,-33,"Out"
80,69,"Out"
87.2,-3,"Out"
104.2,22,"Hit - Not Home Run"
91,15,"Hit - Not Home Run"
99.9,9,"Hit - Not Home Run"
80,28,"Out"
105,36,"Out"
82.9,-21,"Out"
59.8,-31,"Out"
72.9,9,"Hit - Not Home Run"
77.1,-21,"Out"
100,-5,"Out"
97.3,26,"Out"
88.6,54,"Out"
105.6,20,"Hit - Not Home Run"
80.8,-6,"Out"
101.7,25,"Hit - Not Home Run"
102.3,10,"Hit - Not Home Run"
82.9,-21,"Out"
82.9,-21,"Out"
86.5,4,"Out"
58.9,-51,"Out"
63.7,52,"Out"
62.2,34,"Out"
86.3,28,"Out"
107,-3,"Hit - Not Home Run"
